label,t,power,danger,structure,coverage
The Odyssey,0.38620,0.00014,-0.10377,-0.00115,0.28800
The Odyssey,0.38702,0.00140,-0.10457,-0.00090,0.28900
The Odyssey,0.38784,0.00184,-0.10510,-0.00092,0.28800
The Odyssey,0.38866,0.00342,-0.10622,-0.00098,0.28700
The Odyssey,0.38948,0.00508,-0.10568,-0.00120,0.28800
The Odyssey,0.39030,0.00574,-0.10744,-0.00083,0.28800
The Odyssey,0.39113,0.00648,-0.10711,-0.00079,0.28800
The Odyssey,0.39195,0.00727,-0.10703,-0.00026,0.28800
The Odyssey,0.39277,0.00778,-0.10725,0.00044,0.28700
The Odyssey,0.39359,0.00923,-0.10842,0.00057,0.28700
The Odyssey,0.39441,0.01124,-0.10941,0.00066,0.28700
The Odyssey,0.39523,0.01247,-0.11020,0.00064,0.28800
The Odyssey,0.39606,0.01347,-0.11086,0.00057,0.28800
The Odyssey,0.39688,0.01427,-0.11144,0.00044,0.28800
The Odyssey,0.39770,0.01377,-0.11089,0.00092,0.28800
The Odyssey,0.39852,0.01379,-0.11035,0.00094,0.28700
The Odyssey,0.39934,0.01345,-0.10908,0.00092,0.28600
The Odyssey,0.40016,0.01242,-0.10693,0.00087,0.28500
The Odyssey,0.40099,0.01285,-0.10680,0.00104,0.28500
The Odyssey,0.40181,0.01465,-0.10776,0.00139,0.28600
The Odyssey,0.40263,0.01552,-0.10802,0.00128,0.28500
The Odyssey,0.40345,0.01496,-0.10721,0.00108,0.28600
The Odyssey,0.40427,0.01570,-0.10744,0.00102,0.28600
The Odyssey,0.40509,0.01640,-0.10824,0.00042,0.28600
The Odyssey,0.40592,0.01697,-0.10818,0.00019,0.28600
The Odyssey,0.40674,0.01764,-0.10793,-0.00014,0.28500
The Odyssey,0.40756,0.01765,-0.10784,-0.00043,0.28500
The Odyssey,0.40838,0.01784,-0.10660,-0.00055,0.28600
The Odyssey,0.40920,0.01801,-0.10551,-0.00040,0.28400
The Odyssey,0.41002,0.01837,-0.10468,-0.00056,0.28400
The Odyssey,0.41085,0.01849,-0.10378,-0.00052,0.28400
The Odyssey,0.41167,0.01800,-0.10299,-0.00073,0.28400
The Odyssey,0.41249,0.01734,-0.10233,-0.00053,0.28400
The Odyssey,0.41331,0.01641,-0.10245,-0.00070,0.28500
The Odyssey,0.41413,0.01621,-0.10166,-0.00054,0.28500
The Odyssey,0.41495,0.01767,-0.10119,-0.00069,0.28500
The Odyssey,0.41578,0.01760,-0.10042,-0.00095,0.28400
The Odyssey,0.41660,0.01737,-0.09961,-0.00094,0.28300
The Odyssey,0.41742,0.01681,-0.10040,-0.00100,0.28300
The Odyssey,0.41824,0.01553,-0.09932,-0.00154,0.28200
The Odyssey,0.41906,0.01541,-0.10047,-0.00126,0.28300
The Odyssey,0.41988,0.01577,-0.10126,-0.00135,0.28300
The Odyssey,0.42071,0.01543,-0.10154,-0.00146,0.28400
The Odyssey,0.42153,0.01534,-0.10249,-0.00150,0.28500
The Odyssey,0.42235,0.01579,-0.10301,-0.00224,0.28600
The Odyssey,0.42317,0.01495,-0.10311,-0.00250,0.28600
The Odyssey,0.42399,0.01529,-0.10346,-0.00214,0.28700
The Odyssey,0.42482,0.01472,-0.10248,-0.00223,0.28800
The Odyssey,0.42564,0.01384,-0.10265,-0.00250,0.28700
The Odyssey,0.42646,0.01321,-0.10084,-0.00260,0.28700
The Odyssey,0.42728,0.01198,-0.10078,-0.00266,0.28600
The Odyssey,0.42810,0.01211,-0.10124,-0.00276,0.28600
The Odyssey,0.42892,0.01206,-0.10001,-0.00225,0.28600
The Odyssey,0.42975,0.01253,-0.10109,-0.00281,0.28700
The Odyssey,0.43057,0.01210,-0.10045,-0.00262,0.28600
The Odyssey,0.43139,0.01085,-0.10087,-0.00240,0.28600
The Odyssey,0.43221,0.01064,-0.10051,-0.00252,0.28500
The Odyssey,0.43303,0.01154,-0.10066,-0.00261,0.28400
The Odyssey,0.43385,0.01218,-0.09988,-0.00239,0.28400
The Odyssey,0.43468,0.01266,-0.09944,-0.00300,0.28400
The Odyssey,0.43550,0.01280,-0.09934,-0.00335,0.28500
The Odyssey,0.43632,0.01267,-0.09827,-0.00367,0.28500
The Odyssey,0.43714,0.01115,-0.09687,-0.00351,0.28600
The Odyssey,0.43796,0.01018,-0.09637,-0.00338,0.28500
The Odyssey,0.43878,0.00992,-0.09627,-0.00333,0.28500
The Odyssey,0.43961,0.01069,-0.09526,-0.00315,0.28600
The Odyssey,0.44043,0.01053,-0.09513,-0.00302,0.28600
The Odyssey,0.44125,0.01092,-0.09426,-0.00262,0.28700
The Odyssey,0.44207,0.01063,-0.09358,-0.00225,0.28700
The Odyssey,0.44289,0.01098,-0.09424,-0.00254,0.28800
The Odyssey,0.44371,0.01036,-0.09411,-0.00219,0.28800
The Odyssey,0.44454,0.00989,-0.09375,-0.00240,0.28700
The Odyssey,0.44536,0.01068,-0.09299,-0.00232,0.28600
The Odyssey,0.44618,0.01098,-0.09383,-0.00235,0.28600
The Odyssey,0.44700,0.01005,-0.09327,-0.00210,0.28600
The Odyssey,0.44782,0.01118,-0.09307,-0.00238,0.28700
The Odyssey,0.44864,0.01123,-0.09283,-0.00230,0.28800
The Odyssey,0.44947,0.01091,-0.09301,-0.00209,0.28700
The Odyssey,0.45029,0.01071,-0.09334,-0.00193,0.28700
The Odyssey,0.45111,0.01067,-0.09255,-0.00184,0.28700
The Odyssey,0.45193,0.01120,-0.09223,-0.00194,0.28700
The Odyssey,0.45275,0.01070,-0.09379,-0.00252,0.28700
The Odyssey,0.45357,0.01150,-0.09398,-0.00223,0.28700
The Odyssey,0.45440,0.01279,-0.09506,-0.00189,0.28600
The Odyssey,0.45522,0.01278,-0.09550,-0.00187,0.28600
The Odyssey,0.45604,0.01452,-0.09649,-0.00190,0.28700
The Odyssey,0.45686,0.01594,-0.09696,-0.00163,0.28600
The Odyssey,0.45768,0.01676,-0.09840,-0.00145,0.28600
The Odyssey,0.45850,0.01763,-0.10076,-0.00103,0.28700
The Odyssey,0.45933,0.01760,-0.10146,-0.00088,0.28700
The Odyssey,0.46015,0.01689,-0.10222,-0.00073,0.28600
The Odyssey,0.46097,0.01679,-0.10159,-0.00079,0.28500
The Odyssey,0.46179,0.01664,-0.10222,-0.00066,0.28500
The Odyssey,0.46261,0.01588,-0.10186,-0.00081,0.28500
The Odyssey,0.46343,0.01474,-0.10192,-0.00058,0.28500
The Odyssey,0.46426,0.01302,-0.10125,-0.00052,0.28400
The Odyssey,0.46508,0.01382,-0.10092,-0.00009,0.28400
The Odyssey,0.46590,0.01432,-0.10125,-0.00002,0.28400
The Odyssey,0.46672,0.01481,-0.10162,0.00012,0.28400
The Odyssey,0.46754,0.01465,-0.10149,-0.00007,0.28400
The Odyssey,0.46836,0.01430,-0.10163,0.00001,0.28400
The Odyssey,0.46919,0.01308,-0.10088,-0.00033,0.28400
The Odyssey,0.47001,0.01314,-0.10101,-0.00082,0.28400
The Odyssey,0.47083,0.01230,-0.10089,-0.00092,0.28500
The Odyssey,0.47165,0.01151,-0.10268,-0.00075,0.28500
The Odyssey,0.47247,0.01054,-0.10262,-0.00073,0.28500
The Odyssey,0.47329,0.01019,-0.10362,-0.00112,0.28500
The Odyssey,0.47412,0.01058,-0.10438,-0.00133,0.28500
The Odyssey,0.47494,0.01145,-0.10420,-0.00172,0.28500
The Odyssey,0.47576,0.01043,-0.10320,-0.00206,0.28400
The Odyssey,0.47658,0.00867,-0.10238,-0.00199,0.28300
The Odyssey,0.47740,0.00785,-0.10141,-0.00184,0.28300
The Odyssey,0.47823,0.00757,-0.10133,-0.00179,0.28300
The Odyssey,0.47905,0.00776,-0.10127,-0.00156,0.28400
The Odyssey,0.47987,0.00794,-0.10245,-0.00160,0.28400
The Odyssey,0.48069,0.00735,-0.10273,-0.00174,0.28400
The Odyssey,0.48151,0.00675,-0.10386,-0.00124,0.28500
The Odyssey,0.48233,0.00722,-0.10592,-0.00154,0.28500
The Odyssey,0.48316,0.00767,-0.10626,-0.00154,0.28500
The Odyssey,0.48398,0.00590,-0.10575,-0.00242,0.28400
The Odyssey,0.48480,0.00566,-0.10616,-0.00269,0.28500
The Odyssey,0.48562,0.00645,-0.10617,-0.00294,0.28600
The Odyssey,0.48644,0.00589,-0.10631,-0.00289,0.28600
The Odyssey,0.48726,0.00581,-0.10670,-0.00245,0.28600
The Odyssey,0.48809,0.00673,-0.10666,-0.00250,0.28600
The Odyssey,0.48891,0.00509,-0.10705,-0.00202,0.28700
The Odyssey,0.48973,0.00488,-0.10791,-0.00196,0.28800
The Odyssey,0.49055,0.00410,-0.10895,-0.00197,0.28700
The Odyssey,0.49137,0.00391,-0.10910,-0.00199,0.28800
The Odyssey,0.49219,0.00292,-0.10908,-0.00203,0.28800
The Odyssey,0.49302,0.00266,-0.10942,-0.00195,0.28900
The Odyssey,0.49384,0.00292,-0.11006,-0.00164,0.28900
The Odyssey,0.49466,0.00446,-0.11130,-0.00161,0.29000
The Odyssey,0.49548,0.00566,-0.11107,-0.00169,0.29000
The Odyssey,0.49630,0.00491,-0.11136,-0.00187,0.29000
The Odyssey,0.49712,0.00367,-0.11130,-0.00202,0.29000
The Odyssey,0.49795,0.00502,-0.11193,-0.00172,0.29000
The Odyssey,0.49877,0.00599,-0.11310,-0.00182,0.29000
The Odyssey,0.49959,0.00691,-0.11226,-0.00211,0.29000
The Odyssey,0.50041,0.00835,-0.11301,-0.00186,0.29100
The Odyssey,0.50123,0.00830,-0.11246,-0.00177,0.29100
The Odyssey,0.50205,0.00869,-0.11288,-0.00150,0.29100
The Odyssey,0.50288,0.00926,-0.11232,-0.00178,0.29200
The Odyssey,0.50370,0.01015,-0.11208,-0.00195,0.29100
The Odyssey,0.50452,0.01011,-0.11182,-0.00196,0.29100
The Odyssey,0.50534,0.01120,-0.11193,-0.00203,0.29100
The Odyssey,0.50616,0.01241,-0.11234,-0.00186,0.29100
The Odyssey,0.50698,0.01385,-0.11320,-0.00165,0.29000
The Odyssey,0.50781,0.01617,-0.11222,-0.00131,0.29000
The Odyssey,0.50863,0.01594,-0.11319,-0.00144,0.28900
The Odyssey,0.50945,0.01628,-0.11382,-0.00117,0.28900
The Odyssey,0.51027,0.01569,-0.11322,-0.00146,0.28900
The Odyssey,0.51109,0.01585,-0.11323,-0.00168,0.28800
The Odyssey,0.51191,0.01579,-0.11307,-0.00129,0.28800
The Odyssey,0.51274,0.01660,-0.11201,-0.00171,0.28700
The Odyssey,0.51356,0.01679,-0.11151,-0.00154,0.28700
The Odyssey,0.51438,0.01695,-0.11098,-0.00136,0.28800
The Odyssey,0.51520,0.01643,-0.10994,-0.00150,0.28800
The Odyssey,0.51602,0.01719,-0.11113,-0.00205,0.28800
The Odyssey,0.51684,0.01714,-0.11177,-0.00185,0.28800
The Odyssey,0.51767,0.01652,-0.11198,-0.00128,0.28800
The Odyssey,0.51849,0.01609,-0.11213,-0.00110,0.28700
The Odyssey,0.51931,0.01812,-0.11256,-0.00145,0.28800
The Odyssey,0.52013,0.01950,-0.11308,-0.00148,0.28700
The Odyssey,0.52095,0.01962,-0.11346,-0.00160,0.28800
The Odyssey,0.52177,0.02007,-0.11498,-0.00181,0.28800
The Odyssey,0.52260,0.02094,-0.11537,-0.00207,0.28800
The Odyssey,0.52342,0.02010,-0.11530,-0.00210,0.28600
The Odyssey,0.52424,0.01972,-0.11491,-0.00244,0.28700
The Odyssey,0.52506,0.01876,-0.11484,-0.00227,0.28600
The Odyssey,0.52588,0.02050,-0.11568,-0.00265,0.28500
The Odyssey,0.52671,0.02093,-0.11527,-0.00261,0.28500
The Odyssey,0.52753,0.02062,-0.11646,-0.00253,0.28400
The Odyssey,0.52835,0.02172,-0.11694,-0.00240,0.28500
The Odyssey,0.52917,0.02099,-0.11666,-0.00297,0.28500
The Odyssey,0.52999,0.01944,-0.11665,-0.00291,0.28400
The Odyssey,0.53081,0.01917,-0.11766,-0.00284,0.28400
The Odyssey,0.53164,0.02046,-0.11830,-0.00287,0.28600
The Odyssey,0.53246,0.02027,-0.11850,-0.00297,0.28600
The Odyssey,0.53328,0.02108,-0.11971,-0.00341,0.28600
The Odyssey,0.53410,0.02104,-0.12055,-0.00345,0.28600
The Odyssey,0.53492,0.02351,-0.12111,-0.00311,0.28600
The Odyssey,0.53574,0.02383,-0.12124,-0.00340,0.28600
The Odyssey,0.53657,0.02495,-0.12151,-0.00381,0.28700
The Odyssey,0.53739,0.02435,-0.12109,-0.00392,0.28700
The Odyssey,0.53821,0.02381,-0.12069,-0.00369,0.28600
The Odyssey,0.53903,0.02335,-0.12082,-0.00363,0.28800
The Odyssey,0.53985,0.02332,-0.12101,-0.00400,0.28800
The Odyssey,0.54067,0.02271,-0.11939,-0.00466,0.28700
The Odyssey,0.54150,0.02174,-0.11928,-0.00473,0.28500
The Odyssey,0.54232,0.02346,-0.11955,-0.00463,0.28400
The Odyssey,0.54314,0.02418,-0.12040,-0.00413,0.28400
The Odyssey,0.54396,0.02391,-0.12069,-0.00407,0.28400
The Odyssey,0.54478,0.02450,-0.12099,-0.00372,0.28400
The Odyssey,0.54560,0.02700,-0.12167,-0.00379,0.28400
The Odyssey,0.54643,0.02819,-0.12206,-0.00378,0.28400
The Odyssey,0.54725,0.02799,-0.12209,-0.00378,0.28400
The Odyssey,0.54807,0.02788,-0.12267,-0.00409,0.28300
The Odyssey,0.54889,0.02816,-0.12339,-0.00429,0.28300
The Odyssey,0.54971,0.02843,-0.12364,-0.00435,0.28400
The Odyssey,0.55053,0.02877,-0.12393,-0.00450,0.28400
The Odyssey,0.55136,0.02979,-0.12336,-0.00445,0.28300
The Odyssey,0.55218,0.03038,-0.12327,-0.00427,0.28300
The Odyssey,0.55300,0.03104,-0.12405,-0.00423,0.28200
The Odyssey,0.55382,0.03101,-0.12378,-0.00470,0.28100
The Odyssey,0.55464,0.03163,-0.12358,-0.00460,0.28100
The Odyssey,0.55546,0.03082,-0.12245,-0.00436,0.28100
The Odyssey,0.55629,0.03102,-0.12115,-0.00401,0.28100
The Odyssey,0.55711,0.03026,-0.12163,-0.00395,0.28200
The Odyssey,0.55793,0.03079,-0.12281,-0.00327,0.28300
The Odyssey,0.55875,0.03127,-0.12320,-0.00328,0.28400
The Odyssey,0.55957,0.03121,-0.12454,-0.00320,0.28400
The Odyssey,0.56039,0.03020,-0.12416,-0.00324,0.28400
The Odyssey,0.56122,0.02897,-0.12332,-0.00340,0.28400
The Odyssey,0.56204,0.02912,-0.12381,-0.00328,0.28300
The Odyssey,0.56286,0.03012,-0.12447,-0.00291,0.28400
The Odyssey,0.56368,0.03062,-0.12503,-0.00333,0.28400
The Odyssey,0.56450,0.02957,-0.12605,-0.00274,0.28500
The Odyssey,0.56532,0.02859,-0.12638,-0.00270,0.28500
The Odyssey,0.56615,0.02928,-0.12657,-0.00243,0.28400
The Odyssey,0.56697,0.02923,-0.12691,-0.00216,0.28300
The Odyssey,0.56779,0.02905,-0.12716,-0.00238,0.28300
The Odyssey,0.56861,0.02897,-0.12634,-0.00227,0.28300
The Odyssey,0.56943,0.02990,-0.12647,-0.00227,0.28400
The Odyssey,0.57025,0.02944,-0.12724,-0.00199,0.28400
The Odyssey,0.57108,0.03044,-0.12741,-0.00200,0.28300
The Odyssey,0.57190,0.03006,-0.12656,-0.00176,0.28300
The Odyssey,0.57272,0.03035,-0.12704,-0.00181,0.28400
The Odyssey,0.57354,0.03105,-0.12811,-0.00119,0.28500
The Odyssey,0.57436,0.03193,-0.12937,-0.00143,0.28500
The Odyssey,0.57518,0.03316,-0.12984,-0.00151,0.28500
The Odyssey,0.57601,0.03396,-0.12927,-0.00169,0.28400
The Odyssey,0.57683,0.03389,-0.12979,-0.00156,0.28400
The Odyssey,0.57765,0.03388,-0.13009,-0.00112,0.28300
The Odyssey,0.57847,0.03450,-0.13092,-0.00122,0.28200
The Odyssey,0.57929,0.03444,-0.13192,-0.00096,0.28200
The Odyssey,0.58012,0.03308,-0.13252,-0.00104,0.28200
The Odyssey,0.58094,0.03269,-0.13268,-0.00119,0.28300
The Odyssey,0.58176,0.03085,-0.13288,-0.00090,0.28300
The Odyssey,0.58258,0.03097,-0.13299,-0.00094,0.28200
The Odyssey,0.58340,0.03203,-0.13366,-0.00099,0.28200
The Odyssey,0.58422,0.03215,-0.13372,-0.00111,0.28300
The Odyssey,0.58505,0.03203,-0.13409,-0.00136,0.28200
The Odyssey,0.58587,0.03181,-0.13394,-0.00123,0.28200
The Odyssey,0.58669,0.03167,-0.13378,-0.00090,0.28200
The Odyssey,0.58751,0.03172,-0.13390,-0.00080,0.28100
The Odyssey,0.58833,0.03042,-0.13349,-0.00118,0.28100
The Odyssey,0.58915,0.02833,-0.13247,-0.00112,0.28200
The Odyssey,0.58998,0.02685,-0.13355,-0.00135,0.28200
The Odyssey,0.59080,0.02624,-0.13409,-0.00145,0.28100
The Odyssey,0.59162,0.02636,-0.13395,-0.00175,0.28200
The Odyssey,0.59244,0.02628,-0.13384,-0.00169,0.28300
The Odyssey,0.59326,0.02661,-0.13455,-0.00158,0.28300
The Odyssey,0.59408,0.02619,-0.13492,-0.00206,0.28400
The Odyssey,0.59491,0.02623,-0.13606,-0.00152,0.28500
The Odyssey,0.59573,0.02706,-0.13631,-0.00192,0.28500
The Odyssey,0.59655,0.02729,-0.13694,-0.00217,0.28600
The Odyssey,0.59737,0.02748,-0.13844,-0.00223,0.28600
The Odyssey,0.59819,0.02602,-0.13840,-0.00200,0.28700
The Odyssey,0.59901,0.02549,-0.13829,-0.00209,0.28800
The Odyssey,0.59984,0.02633,-0.13869,-0.00228,0.28900
The Odyssey,0.60066,0.02668,-0.13854,-0.00216,0.28900
The Odyssey,0.60148,0.02556,-0.13859,-0.00247,0.28800
The Odyssey,0.60230,0.02572,-0.13832,-0.00254,0.28900
The Odyssey,0.60312,0.02602,-0.13863,-0.00268,0.28900
The Odyssey,0.60394,0.02499,-0.13791,-0.00266,0.28800
The Odyssey,0.60477,0.02521,-0.13794,-0.00265,0.28800
The Odyssey,0.60559,0.02546,-0.13815,-0.00263,0.28800
The Odyssey,0.60641,0.02583,-0.13867,-0.00258,0.28900
The Odyssey,0.60723,0.02690,-0.13756,-0.00301,0.29000
The Odyssey,0.60805,0.02628,-0.13739,-0.00303,0.29100
The Odyssey,0.60887,0.02733,-0.13789,-0.00296,0.29100
The Odyssey,0.60970,0.02806,-0.13739,-0.00325,0.29100
The Odyssey,0.61052,0.02756,-0.13626,-0.00369,0.29000
The Odyssey,0.61134,0.02917,-0.13553,-0.00331,0.29000
The Odyssey,0.61216,0.03000,-0.13608,-0.00309,0.29100
The Odyssey,0.61298,0.03007,-0.13566,-0.00307,0.29000
The Odyssey,0.61380,0.02951,-0.13565,-0.00323,0.28900
The Odyssey,0.61463,0.03001,-0.13560,-0.00345,0.28900
The Odyssey,0.61545,0.03009,-0.13640,-0.00312,0.28800
The Odyssey,0.61627,0.03003,-0.13563,-0.00277,0.28900
The Odyssey,0.61709,0.02841,-0.13479,-0.00303,0.29000
The Odyssey,0.61791,0.02696,-0.13421,-0.00282,0.29000
The Odyssey,0.61873,0.02563,-0.13430,-0.00276,0.28900
The Odyssey,0.61956,0.02639,-0.13409,-0.00272,0.28900
The Odyssey,0.62038,0.02669,-0.13411,-0.00294,0.28800
The Odyssey,0.62120,0.02707,-0.13431,-0.00335,0.28700
The Odyssey,0.62202,0.02608,-0.13389,-0.00335,0.28600
The Odyssey,0.62284,0.02496,-0.13442,-0.00333,0.28600
The Odyssey,0.62366,0.02547,-0.13453,-0.00365,0.28600
The Odyssey,0.62449,0.02478,-0.13294,-0.00358,0.28600
The Odyssey,0.62531,0.02471,-0.13216,-0.00416,0.28500
The Odyssey,0.62613,0.02534,-0.13177,-0.00436,0.28500
The Odyssey,0.62695,0.02558,-0.13177,-0.00451,0.28500
The Odyssey,0.62777,0.02421,-0.13142,-0.00456,0.28500
The Odyssey,0.62859,0.02314,-0.13161,-0.00423,0.28600
The Odyssey,0.62942,0.02298,-0.13120,-0.00458,0.28600
The Odyssey,0.63024,0.02246,-0.13082,-0.00445,0.28700
The Odyssey,0.63106,0.02069,-0.13041,-0.00451,0.28700
The Odyssey,0.63188,0.01961,-0.12965,-0.00427,0.28600
The Odyssey,0.63270,0.01957,-0.12942,-0.00382,0.28700
The Odyssey,0.63353,0.01922,-0.12930,-0.00391,0.28700
The Odyssey,0.63435,0.01814,-0.12883,-0.00403,0.28800
The Odyssey,0.63517,0.01725,-0.12768,-0.00413,0.29000
The Odyssey,0.63599,0.01696,-0.12794,-0.00370,0.29000
The Odyssey,0.63681,0.01677,-0.12821,-0.00357,0.29000
The Odyssey,0.63763,0.01673,-0.12810,-0.00387,0.29100
The Odyssey,0.63846,0.01618,-0.12812,-0.00390,0.29100
The Odyssey,0.63928,0.01508,-0.12716,-0.00439,0.29100
The Odyssey,0.64010,0.01433,-0.12639,-0.00470,0.29000
The Odyssey,0.64092,0.01401,-0.12538,-0.00479,0.28900
The Odyssey,0.64174,0.01221,-0.12385,-0.00496,0.28900
The Odyssey,0.64256,0.01209,-0.12394,-0.00483,0.28800
The Odyssey,0.64339,0.01266,-0.12463,-0.00436,0.28800
The Odyssey,0.64421,0.01253,-0.12454,-0.00461,0.28800
The Odyssey,0.64503,0.01126,-0.12363,-0.00470,0.28800
The Odyssey,0.64585,0.01147,-0.12295,-0.00445,0.28800
The Odyssey,0.64667,0.01254,-0.12188,-0.00447,0.28700
The Odyssey,0.64749,0.01239,-0.12171,-0.00441,0.28700
The Odyssey,0.64832,0.01266,-0.12172,-0.00492,0.28700
The Odyssey,0.64914,0.01295,-0.12132,-0.00503,0.28600
The Odyssey,0.64996,0.01233,-0.12056,-0.00412,0.28600
The Odyssey,0.65078,0.01317,-0.12117,-0.00418,0.28600
The Odyssey,0.65160,0.01238,-0.12058,-0.00453,0.28500
The Odyssey,0.65242,0.01215,-0.11846,-0.00453,0.28600
The Odyssey,0.65325,0.01184,-0.11759,-0.00483,0.28600
The Odyssey,0.65407,0.01177,-0.11617,-0.00466,0.28700
The Odyssey,0.65489,0.01038,-0.11458,-0.00464,0.28700
The Odyssey,0.65571,0.00987,-0.11415,-0.00519,0.28600
The Odyssey,0.65653,0.00997,-0.11374,-0.00481,0.28500
The Odyssey,0.65735,0.01010,-0.11387,-0.00431,0.28400
The Odyssey,0.65818,0.00934,-0.11386,-0.00404,0.28500
The Odyssey,0.65900,0.00902,-0.11339,-0.00411,0.28500
The Odyssey,0.65982,0.00958,-0.11346,-0.00429,0.28600
The Odyssey,0.66064,0.00895,-0.11302,-0.00452,0.28700
The Odyssey,0.66146,0.00863,-0.11279,-0.00486,0.28700
The Odyssey,0.66228,0.00951,-0.11209,-0.00503,0.28600
The Odyssey,0.66311,0.00913,-0.11134,-0.00475,0.28600
The Odyssey,0.66393,0.01037,-0.11053,-0.00459,0.28700
The Odyssey,0.66475,0.01009,-0.10986,-0.00435,0.28800
The Odyssey,0.66557,0.00920,-0.10929,-0.00431,0.28900
The Odyssey,0.66639,0.00860,-0.10850,-0.00461,0.28800
The Odyssey,0.66721,0.00853,-0.10829,-0.00406,0.28800
The Odyssey,0.66804,0.00787,-0.10812,-0.00434,0.28900
The Odyssey,0.66886,0.00846,-0.10874,-0.00445,0.28800
The Odyssey,0.66968,0.00794,-0.10718,-0.00429,0.28800
The Odyssey,0.67050,0.00742,-0.10656,-0.00425,0.28800
The Odyssey,0.67132,0.00859,-0.10571,-0.00460,0.28800
The Odyssey,0.67214,0.00835,-0.10489,-0.00464,0.28700
The Odyssey,0.67297,0.00800,-0.10444,-0.00441,0.28800
The Odyssey,0.67379,0.00822,-0.10505,-0.00451,0.28800
The Odyssey,0.67461,0.00994,-0.10598,-0.00464,0.28800
The Odyssey,0.67543,0.01033,-0.10653,-0.00486,0.28900
The Odyssey,0.67625,0.01021,-0.10605,-0.00436,0.28800
The Odyssey,0.67707,0.01062,-0.10565,-0.00412,0.28800
The Odyssey,0.67790,0.01084,-0.10587,-0.00393,0.28800
The Odyssey,0.67872,0.01067,-0.10572,-0.00402,0.28700
The Odyssey,0.67954,0.01045,-0.10489,-0.00367,0.28600
The Odyssey,0.68036,0.01041,-0.10423,-0.00397,0.28500
The Odyssey,0.68118,0.01069,-0.10440,-0.00397,0.28400
The Odyssey,0.68200,0.01094,-0.10409,-0.00423,0.28400
The Odyssey,0.68283,0.01142,-0.10507,-0.00446,0.28400
The Odyssey,0.68365,0.01247,-0.10593,-0.00401,0.28400
The Odyssey,0.68447,0.01281,-0.10690,-0.00394,0.28400
The Odyssey,0.68529,0.01335,-0.10678,-0.00353,0.28500
The Odyssey,0.68611,0.01532,-0.10763,-0.00334,0.28500
The Odyssey,0.68694,0.01591,-0.10806,-0.00283,0.28500
The Odyssey,0.68776,0.01727,-0.10898,-0.00285,0.28600
The Odyssey,0.68858,0.01721,-0.10944,-0.00260,0.28400
The Odyssey,0.68940,0.01633,-0.11041,-0.00196,0.28400
The Odyssey,0.69022,0.01511,-0.10920,-0.00130,0.28400
The Odyssey,0.69104,0.01378,-0.10869,-0.00162,0.28400
The Odyssey,0.69187,0.01302,-0.10906,-0.00163,0.28400
The Odyssey,0.69269,0.01301,-0.10989,-0.00127,0.28500
The Odyssey,0.69351,0.01282,-0.11101,-0.00099,0.28600
The Odyssey,0.69433,0.01229,-0.10950,-0.00126,0.28700
The Odyssey,0.69515,0.01160,-0.10796,-0.00135,0.28700
The Odyssey,0.69597,0.01210,-0.10643,-0.00088,0.28700
The Odyssey,0.69680,0.01141,-0.10619,-0.00019,0.28800
The Odyssey,0.69762,0.01105,-0.10569,-0.00005,0.28800
The Odyssey,0.69844,0.01074,-0.10524,-0.00033,0.28800
The Odyssey,0.69926,0.01030,-0.10508,0.00012,0.28800
The Odyssey,0.70008,0.01161,-0.10634,0.00022,0.28800
The Odyssey,0.70090,0.01243,-0.10639,0.00049,0.28900
The Odyssey,0.70173,0.01194,-0.10644,0.00023,0.28800
The Odyssey,0.70255,0.01126,-0.10613,0.00024,0.28800
The Odyssey,0.70337,0.01048,-0.10576,0.00034,0.28900
The Odyssey,0.70419,0.01116,-0.10561,0.00040,0.28900
The Odyssey,0.70501,0.01198,-0.10561,0.00032,0.28800
The Odyssey,0.70583,0.01127,-0.10477,0.00028,0.28900
The Odyssey,0.70666,0.01207,-0.10656,-0.00005,0.29000
The Odyssey,0.70748,0.01185,-0.10689,-0.00007,0.29100
The Odyssey,0.70830,0.01246,-0.10648,0.00005,0.29100
The Odyssey,0.70912,0.01349,-0.10602,0.00009,0.29200
The Odyssey,0.70994,0.01332,-0.10564,0.00024,0.29200
The Odyssey,0.71076,0.01466,-0.10496,-0.00005,0.29200
The Odyssey,0.71159,0.01513,-0.10542,-0.00019,0.29200
The Odyssey,0.71241,0.01592,-0.10595,-0.00023,0.29100
The Odyssey,0.71323,0.01688,-0.10569,-0.00032,0.29000
The Odyssey,0.71405,0.01792,-0.10662,-0.00048,0.29000
The Odyssey,0.71487,0.01727,-0.10678,-0.00083,0.29000
The Odyssey,0.71569,0.01627,-0.10735,-0.00073,0.29000
The Odyssey,0.71652,0.01594,-0.10817,-0.00051,0.29000
The Odyssey,0.71734,0.01603,-0.10941,-0.00033,0.28800
